ds,y
2021-03-09,1.44e-05
2021-03-10,0.28587245759439994
2021-03-11,0.5511103657797
2021-03-12,0.5927380144098997
2021-03-13,0.5042468857855
2021-03-14,0.5388179767084998
2021-03-15,0.49346697361249997
2021-03-16,0.6344198094934996
2021-03-17,0.6290705631469996
2021-03-18,0.6788944082273001
2021-03-19,0.8165331324778992
2021-03-20,0.7035116616933998
2021-03-21,0.5827581232931001
2021-03-22,0.7072798475512001
2021-03-23,0.7116632144076999
2021-03-24,0.6615370952592002
2021-03-25,0.9414193646565995
2021-03-26,0.6896071313844997
2021-03-27,0.6215506228794998
2021-03-28,0.6921101321270998
2021-03-29,0.9584739689707004
2021-03-30,0.8553145180981003
2021-03-31,0.7476431983710997
2021-04-01,0.8450675814058994
2021-04-02,0.78059375417
2021-04-03,0.8399644162697997
2021-04-04,0.7011016039074003
2021-04-05,0.9425306445006998
2021-04-06,0.9194518158386004
2021-04-07,1.0567368228556984
2021-04-08,0.9202171024508004
2021-04-09,1.2914179203282996
2021-04-10,0.7644495792141004
2021-04-11,0.7581796456800998
2021-04-12,0.7099813967318997
2021-04-13,1.0306493347959
2021-04-14,0.8257280073836996
2021-04-15,1.1497477601244996
2021-04-16,0.8357932994103997
2021-04-17,0.7256386063282
2021-04-18,0.8015735542169001
2021-04-19,1.0961563959286995
2021-04-20,0.9735784543396998
2021-04-21,0.8819644493957002
2021-04-22,0.9727259046099999
2021-04-23,1.050713674178101
2021-04-24,0.8630092909434993
2021-04-25,0.8269442172564004
2021-04-26,0.9645766000799002
2021-04-27,0.8159195458732005
2021-04-28,0.8532385156796999
2021-04-29,0.7693044439767998
2021-04-30,0.7870799119078996
2021-05-01,0.6101293500891999
2021-05-02,0.5084781237942998
2021-05-03,0.8055025796834997
2021-05-04,0.7867618248231001
2021-05-05,0.7556617818255003
2021-05-06,0.9381028690908002
2021-05-07,0.8685154416287001
2021-05-08,0.8312800652894999
2021-05-09,0.6660334572348
2021-05-10,0.5604772136749002
2021-05-11,0.7210200598949003
2021-05-12,0.8048762500823997
2021-05-13,0.9691922687488995
2021-05-14,0.9859500456247998
2021-05-15,0.9860106828618005
2021-05-16,0.8056274081622006
2021-05-17,0.9394115334639004
2021-05-18,0.882533487779
2021-05-19,1.0616560007934
2021-05-20,0.9874859680139
2021-05-21,0.9026266964213995
2021-05-22,0.7590392053269003
2021-05-23,0.6882493227299
2021-05-24,0.8691028045928996
2021-05-25,0.7877313901828004
2021-05-26,0.8842607850685997
2021-05-27,0.9243434101394004
2021-05-28,0.8630037872398002
2021-05-29,0.6668671514115999
2021-05-30,0.6268224094861996
2021-05-31,0.6879078833478
2021-06-01,0.8079535528333995
2021-06-02,1.0537966251659996
2021-06-03,0.8288121215752995
2021-06-04,1.0447762923418
2021-06-05,0.6422759577836998
2021-06-06,0.5944290089466995
2021-06-07,0.9170521050384999
2021-06-08,1.0755545129113997
2021-06-09,0.8384078768121002
2021-06-10,0.8858030747915993
2021-06-11,1.0083127089350004
2021-06-12,0.7221903876821998
2021-06-13,0.6087291059236999
2021-06-14,1.1311234763114997
2021-06-15,1.1148868801410001
2021-06-16,1.0700923383897996
2021-06-17,0.9071968523519999
2021-06-18,0.906254549647
2021-06-19,0.7307004991627003
2021-06-20,0.7925408486996006
2021-06-21,0.8656638303653995
2021-06-22,0.8080407299873996
2021-06-23,1.0116499025588004
2021-06-24,0.8471458436044998
2021-06-25,0.7481024156459001
2021-06-26,0.5319593759183001
2021-06-27,0.7142248830412004
2021-06-28,0.7662810499685998
2021-06-29,0.8184913037366002
2021-06-30,0.7257481010860002
2021-07-01,1.1408535892184009
2021-07-02,1.2814766065315009
2021-07-03,0.8316182899411995
2021-07-04,0.7948144424812003
2021-07-05,0.9150979197078004
2021-07-06,0.9072297751029004
2021-07-07,0.9996027683675991
2021-07-08,1.0013035980160003
2021-07-09,1.0791655413461991
2021-07-10,0.7202941215190001
2021-07-11,0.7089330117937003
2021-07-12,1.1291195349633
2021-07-13,0.871907479843
2021-07-14,0.9514724653192
2021-07-15,0.9945136879157005
2021-07-16,0.8727268470681004
2021-07-17,0.3410514
2021-07-18,0.3740754
2021-07-19,0.4513847
2021-07-20,0.4823681
2021-07-21,0.46473
2021-07-22,0.4838
2021-07-23,0.4644487
2021-07-24,0.3119391
2021-07-25,0.3664042
2021-07-26,0.490133
2021-07-27,0.4101182
2021-07-28,0.4263358
2021-07-29,0.4525687
2021-07-30,0.4110339
2021-07-31,0.2977829
2021-08-01,0.3593099
2021-08-02,0.4532502
2021-08-03,0.4332742
2021-08-04,0.4055114
2021-08-05,0.4839902
2021-08-06,0.397204
2021-08-07,0.3437362
2021-08-08,0.3572511
2021-08-09,0.4217175
2021-08-10,0.4468044
2021-08-11,0.4879698
2021-08-12,0.4541518
2021-08-13,0.4912549
2021-08-14,0.3731542
2021-08-15,0.3909194
2021-08-16,0.5071523
2021-08-17,0.5283524
2021-08-18,0.5214641
2021-08-19,0.5235361
2021-08-20,0.4645582
2021-08-21,0.0092712
2021-08-22,0.0052835
2021-08-23,0.0044212
2021-08-24,0.0805633
2021-08-25,0.5031398
2021-08-26,0.4641852
2021-08-27,0.4595767
2021-08-28,0.4227572
2021-08-29,0.3979723
2021-08-30,0.4671235
2021-08-31,0.485361
2021-09-01,0.4715426
2021-09-02,0.5430123
2021-09-03,0.5633315
2021-09-04,0.4404025
2021-09-05,0.5440092
2021-09-06,0.5241593
2021-09-07,0.5831982
2021-09-08,0.5434022
2021-09-09,0.5567628
2021-09-10,0.5813626
2021-09-11,0.4919412
2021-09-12,0.445172
2021-09-13,0.5620875
2021-09-14,0.5792266
2021-09-15,0.6456052
2021-09-16,0.7001162
2021-09-17,0.5552379
2021-09-18,0.4923909
2021-09-19,0.5762401
2021-09-20,0.6727206
2021-09-21,0.6446255
2021-09-22,0.6993566
2021-09-23,0.5939417
2021-09-24,0.7318912
2021-09-25,0.5135521
2021-09-26,0.5422106
2021-09-27,0.5611406
2021-09-28,0.6070825
2021-09-29,0.5766276
2021-09-30,0.5753324
2021-10-01,0.5748739
2021-10-02,0.4941473
2021-10-03,0.4710904
2021-10-04,0.5790269
2021-10-05,0.6000793
2021-10-06,0.5879151
2021-10-07,0.6431153
2021-10-08,0.5960368
2021-10-09,0.4942907
2021-10-10,0.5586317
2021-10-11,0.6808723
2021-10-12,0.6487711
2021-10-13,0.6194745
2021-10-14,0.6788527
2021-10-15,0.7314385
2021-10-16,0.5371143
2021-10-17,0.569432
2021-10-18,0.6535458
2021-10-19,1.261622
2021-10-20,1.4709007
2021-10-21,1.6152759
2021-10-22,1.6125207
2021-10-23,1.6354258
2021-10-24,1.7532673
2021-10-25,1.6636887
2021-10-26,1.5942381
2021-10-27,1.5710835
2021-10-28,1.8825021
2021-10-29,1.8965733
2021-10-30,1.5703455
2021-10-31,1.6207123
