dt,y
2022-02-01,0.2707049203070005
2022-02-02,0.2591381922479995
2022-02-03,0.2668450159029999
2022-02-04,0.2774010982610002
2022-02-05,0.2691121315129998
2022-02-06,0.2680207997809997
2022-02-07,0.2967882954780002
2022-02-08,0.2805941975520009
2022-02-09,0.2878256356139999
2022-02-10,0.3061733966829996
2022-02-11,0.3118696397740003
2022-02-12,0.2942204416749999
2022-02-13,0.3122576373800001
2022-02-14,0.3455591249279999
2022-02-15,0.3164301651240001
2022-02-16,0.3158698052820009
2022-02-17,0.3059157730199993
2022-02-18,0.3338025480320001
2022-02-19,0.3226318515090001
2022-02-20,0.3437519553
2022-02-21,0.3851909420129998
2022-02-22,0.3894912564960003
2022-02-23,0.3235730897470001
2022-02-24,0.2988075868460002
2022-02-25,0.3095837452169998
2022-02-26,0.301545997571
2022-02-27,0.3102419757690001
2022-02-28,0.3370007142190006
2022-03-01,0.327285633767
2022-03-02,0.3315185093380001
2022-03-03,0.346850485276001
2022-03-04,0.3642270734760002
2022-03-05,0.3572081755420001
2022-03-06,0.3793761861130002
2022-03-07,0.4170314847330001
2022-03-08,0.3598924623109999
2022-03-09,0.3962880392730005
2022-03-10,0.3593323034420006
2022-03-11,0.3659897031189987
2022-03-12,0.3798291067959982
2022-03-13,0.3832936669549973
2022-03-14,0.1335867406020009
2022-03-15,0.1485551764830013
2022-03-16,0.3398323168219989
2022-03-17,0.2738403946260018
2022-03-18,0.2768711547750004
2022-03-19,0.2516992344360005
2022-03-20,0.2764281400220021
2022-03-21,0.3208978595959981
2022-03-22,0.3080953185269899
2022-03-23,0.3038379002549999
2022-03-24,0.3063165019260011
2022-03-25,0.3175912808549981
2022-03-26,0.3128291031800012
2022-03-27,0.3074512345679972
2022-03-28,0.3366162433309993
2022-03-29,0.2986655069460012
2022-03-30,0.292842973348998
2022-03-31,0.279449296770997
2022-04-01,0.3031167458470001
2022-04-02,0.2918519802070007
2022-04-03,0.3041621497899978
2022-04-04,0.3177135162519992
2022-04-05,0.2973794985379978
2022-04-06,0.2937730352830009
2022-04-07,0.3039939721010004
2022-04-08,0.3389910816200018
2022-04-09,0.3178357343449989
2022-04-10,0.3218513470959991
2022-04-11,0.3437280985529996
2022-04-12,0.3322801578130008
2022-04-13,0.3256011860839987
2022-04-14,0.334088319979999
2022-04-15,0.3421323549790013
2022-04-16,0.3126188681089998
2022-04-17,0.337099003377999
2022-04-18,0.3562684548009998
2022-04-19,0.3159577373200004
2022-04-20,0.3307856761329983
2022-04-21,0.3250526175910023
2022-04-22,0.3390751008509995
2022-04-23,0.3033136022409993
2022-04-24,0.273465520416001
2022-04-25,0.3554782977800005
2022-04-26,0.309955724245999
2022-04-27,0.2969138060160026
2022-04-28,0.3101146125880005
2022-04-29,0.335373019461998
2022-04-30,0.2998321575540015
2022-05-01,0.2564304475740001
2022-05-02,0.2811412428770009
2022-05-03,0.3241198783469998
2022-05-04,0.3271761906689978
2022-05-05,0.3089411875570006
2022-05-06,0.3380552104150021
2022-05-07,0.2991387270879977
2022-05-08,0.283747656825998
2022-05-09,0.242367617491
2022-05-10,0.3639924488989957
2022-05-11,0.3530807000250013
2022-05-12,0.3087642940049997
2022-05-13,0.3310053428679987
2022-05-14,0.3054132297739998
2022-05-15,0.3244899213069973
2022-05-16,0.3579997685010008
2022-05-17,0.3243751471170018
2022-05-18,0.3314839893849982
2022-05-19,0.332070836241999
2022-05-20,0.3550320913269991
2022-05-21,0.3125109393810001
2022-05-22,0.3360698438950034
2022-05-23,0.3710562284760002
2022-05-24,0.3374101053859988
2022-05-25,0.342037050513997
2022-05-26,0.3351995204230016
2022-05-27,0.3274643497940007
2022-05-28,0.2924588290219985
2022-05-29,0.3118320571979994
2022-05-30,0.3592367216119985
2022-05-31,0.322794900702
2022-06-01,0.3135560534860013
2022-06-02,0.320915923318002
2022-06-03,0.340238566636998
2022-06-04,0.2996243828659963
2022-06-05,0.3308878321720009
2022-06-06,0.3832998009699948
2022-06-07,0.3565846625719978
2022-06-08,0.3587387205359999
2022-06-09,0.3631204354759991
2022-06-10,0.3924781345410006
2022-06-11,0.3221196626949971
2022-06-12,0.3014207656290004
2022-06-13,0.3749516324189995
2022-06-14,0.3959861167119973
2022-06-15,0.3727716239469984
2022-06-16,0.3552546067920005
2022-06-17,0.3460156839999988
2022-06-18,0.3187775392860014
2022-06-19,0.3400816581940021
2022-06-20,0.3983049102080018
2022-06-21,0.3580216196730023
2022-06-22,0.3671002902950008
2022-06-23,0.3612332450260012
2022-06-24,0.3680483165840018
2022-06-25,0.3027870226099998
2022-06-26,0.320675161076
2022-06-27,0.3769972190540003
2022-06-28,0.3415318690609994
2022-06-29,0.3351786799980012
2022-06-30,0.3453676427079987
2022-07-01,0.3745047001350007
2022-07-02,0.299406765125998
2022-07-03,0.3235263273389995
2022-07-04,0.3769515558929977
2022-07-05,0.3464326791009993
2022-07-06,0.3580145527110001
2022-07-07,0.3546471030829986
2022-07-08,0.3742083749480017
2022-07-09,0.3013888704540006
2022-07-10,0.3262551690989989
2022-07-11,0.4014191067530002
2022-07-12,0.3766911272709979
2022-07-13,0.3750090772649984
2022-07-14,0.3805884336619997
2022-07-15,0.3911893074430008
2022-07-16,0.3277383855209998
2022-07-17,0.3477451205369987
2022-07-18,0.3710021011460027
2022-07-19,0.376872600100999
2022-07-20,0.3846545899250011
2022-07-21,0.3826410166319975
2022-07-22,0.3847141416620009
2022-07-23,0.3198143052069997
2022-07-24,0.3371959707529968
2022-07-25,0.4067911277780004
2022-07-26,0.3585050483610004
2022-07-27,0.3567975954030012
2022-07-28,0.3540731357430008
2022-07-29,0.3817848826969976
2022-07-30,0.319017994739
2022-07-31,0.3442128478049994
2022-08-01,0.3978501856290021
2022-08-02,0.3544083965049994
2022-08-03,0.3625938954490005
2022-08-04,0.3649250963180003
2022-08-05,0.3633083754649995
2022-08-06,0.3283420344120001
2022-08-07,0.3540319763930021
2022-08-08,0.4128342238550019
2022-08-09,0.369501615384001
2022-08-10,0.3945101748169998
2022-08-11,0.3907756712889993
2022-08-12,0.4023437128160015
2022-08-13,0.3435592050909997
2022-08-14,0.3820343539110007
2022-08-15,0.4534145073270029
2022-08-16,0.4052826501010041
2022-08-17,0.4093173653960015
2022-08-18,0.4132235504949954
2022-08-19,0.4124319088920016
2022-08-20,0.364742076613996
2022-08-21,0.40264311242
2022-08-22,0.4688076298760013
2022-08-23,0.4171408912269982
2022-08-24,0.4102232788469998
2022-08-25,0.4251009830099994
2022-08-26,0.428374923785998
2022-08-27,0.3692290350699992
2022-08-28,0.4112336678010013
2022-08-29,0.484386768477998
2022-08-30,0.4340435155440036
2022-08-31,0.4502064444430013
2022-09-01,0.3814543193420012
2022-09-02,0.3896435088949996
2022-09-03,0.3596981296849992
2022-09-04,0.4136674560939959
2022-09-05,0.446978029442003
2022-09-06,0.4049262418380031
2022-09-07,0.3997856017399993
2022-09-08,0.4122147539109973
2022-09-09,0.4319216671440035
2022-09-10,0.379106473398998
2022-09-11,0.415682822892001
2022-09-12,0.4568711613609948
2022-09-13,0.4163392580870025
2022-09-14,0.418168607142
2022-09-15,0.434403263534995
2022-09-16,0.4100986779489999
2022-09-17,0.3884720358549997
2022-09-18,0.4165944315459978
2022-09-19,0.449504073647
2022-09-20,0.4292845997100006
2022-09-21,0.4025749651070018
2022-09-22,0.4137533968670013
2022-09-23,0.4128613872979982
2022-09-24,0.3622441403210014
2022-09-25,0.406874195446996
2022-09-26,0.4304527975079986
2022-09-27,0.3968552888410035
2022-09-28,0.3954498085399992
2022-09-29,0.4071475884909986
2022-09-30,0.4168928702409977
2022-10-01,0.3903367119820003
2022-10-02,0.4111571861099976
2022-10-03,0.4440001222220026
2022-10-04,0.4380735365969998
2022-10-05,0.4440932353909969
2022-10-06,0.4491449929219953
2022-10-07,0.4540355639180019
2022-10-08,0.4026174037719991
2022-10-09,0.4255775781669974
2022-10-10,0.4790827321100027
2022-10-11,0.4359636601230003
2022-10-12,0.4478086946009998
2022-10-13,0.4477887742499991
2022-10-14,0.4738981925380041
2022-10-15,0.4441344924159954
2022-10-16,0.4647143633019958
2022-10-17,0.4991218882310038
2022-10-18,0.4561958851669976
2022-10-19,0.4724277833369998
2022-10-20,0.4946465078880001
2022-10-21,0.5002090180380048
2022-10-22,0.4665066927439992
2022-10-23,0.477133567887003
2022-10-24,0.5086711735719953
2022-10-25,0.4879112824750043
2022-10-26,0.4855360603820001
2022-10-27,0.4859055957850032
2022-10-28,0.4988817387450004
2022-10-29,0.4581726917819993
2022-10-30,0.4552514178700002
2022-10-31,0.5036992371520065
2022-11-01,0.4731900746099997
2022-11-02,0.4797295347080021
2022-11-03,0.517415104565
2022-11-04,0.4739181914190019
2022-11-05,0.4604144310029973
2022-11-06,0.5225382415619959
2022-11-07,0.5491386416119931
2022-11-08,0.5022095369650033
2022-11-09,0.5028896814329973
2022-11-10,0.5476280299919983
2022-11-11,0.5567731058720069
2022-11-12,0.5258685866919984
2022-11-13,0.5518108096950007
2022-11-14,0.6088727206559972
2022-11-15,0.5923081836629878
2022-11-16,0.5993507294210035
2022-11-17,0.5986704907780039
2022-11-18,0.6048376177849938
2022-11-19,0.5670986131489966
2022-11-20,0.5784493281569973
2022-11-21,0.6120140391920005
2022-11-22,0.5611114173750024
2022-11-23,0.5759473747619991
2022-11-24,0.5883594672780011
2022-11-25,0.607396328884032
2022-11-26,0.567837998220005
2022-11-27,0.5661055881630044
2022-11-28,0.5966404994990074
2022-11-29,0.5832114880240011
2022-11-30,0.5847768494779912
2022-12-01,0.6023159479330003
2022-12-02,0.6336873353410047
2022-12-03,0.5963559941449804
2022-12-04,0.5926438481449847
2022-12-05,0.6424517451829761
2022-12-06,0.6169720925259977
2022-12-07,0.6104927699330083
2022-12-08,0.6196600100080057
2022-12-09,0.6696101235590072
2022-12-10,0.6229910661420041
2022-12-11,0.6096916311070026
2022-12-12,0.6538003435740015
2022-12-13,0.6477924644880049
2022-12-14,0.644934547416001
2022-12-15,0.6662339500009975
2022-12-16,0.6916286858110048
2022-12-17,0.6643098784569998
2022-12-18,0.6332356580420044
2022-12-19,0.7075376282459982
2022-12-20,0.7023712877159914
2022-12-21,0.72577887127701
2022-12-22,0.736006563856997
2022-12-23,0.7670147309209988
2022-12-24,0.7581630571940041
2022-12-25,0.7718449803509936
2022-12-26,0.8547505863100081
2022-12-27,0.8503284412129963
2022-12-28,0.8902434007609897
2022-12-29,0.9376063494160042
2022-12-30,0.963468296956992
2022-12-31,0.6316247688770014
2023-01-01,0.000615684458
2023-01-02,0.4226047610869956
2023-01-03,0.4329012332359952
2023-01-04,0.4525769812019996
2023-01-05,0.4737592323429994
2023-01-06,0.4642372372620025
2023-01-07,0.4131228124189993
2023-01-08,0.502578301078998
2023-01-09,0.4904982801330009
2023-01-10,0.4817493926969965
2023-01-11,0.4989044395720012
2023-01-12,0.5212870942899995
2023-01-13,0.5568598754870004
2023-01-14,0.5227618980850027
2023-01-15,0.5251252001559947
2023-01-16,0.5541198967540006
2023-01-17,0.5225286687800046
2023-01-18,0.5081011309329975
2023-01-19,0.5044449717979995
2023-01-20,0.5497859026720086
2023-01-21,0.5003663689210014
2023-01-22,0.5037503456909999
2023-01-23,0.5448255115779987
2023-01-24,0.5105046433669954
2023-01-25,0.5271059089270012
2023-01-26,0.5115311604419945
2023-01-27,0.5287685751600049
2023-01-28,0.4841921028600009
2023-01-29,0.4873753637219971
2023-01-30,0.531363510475004
2023-01-31,0.4961141989229977
2023-02-01,0.5031081835060041
2023-02-02,0.515063062736
2023-02-03,0.5693861180000023
2023-02-04,0.5123023173249951
2023-02-05,0.5151648722040029
2023-02-06,0.5592247550479956
2023-02-07,0.5198789857620042
2023-02-08,0.5193743357770039
2023-02-09,0.5269211444649977
2023-02-10,0.5988846146639962
2023-02-11,0.5631642279730034
2023-02-12,0.5580181828149995
2023-02-13,0.6235287252550009
2023-02-14,0.5843184614240005
2023-02-15,0.6024801429079918
2023-02-16,0.6012690686556867
2023-02-17,0.6095240224749147
2023-02-18,0.5277775378820044
2023-02-19,0.5797644896110116
2023-02-20,0.6770230161850156
2023-02-21,0.6471412263140044
2023-02-22,0.7423588334089952
2023-02-23,0.549534791360993
2023-02-24,0.5245800239049957
2023-02-25,0.5314175308679903
2023-02-26,0.5638760506989963
2023-02-27,0.5915921287170023
2023-02-28,0.5613040045089989
2023-03-01,0.1036339908890715
2023-03-02,0.1258719599783314
2023-03-03,0.1479679784056342
2023-03-04,0.418057227362658
2023-03-05,0.6615577869511329
2023-03-06,0.7691539705891174
2023-03-07,0.7673146300720223
2023-03-08,0.6000154988720957
2023-03-09,0.6301430932328672
2023-03-10,0.6471357342581349
2023-03-11,0.5950162112321031
2023-03-12,0.6223409902870805
2023-03-13,0.6556483760454275
2023-03-14,0.6643796929875194
2023-03-15,0.644318493234492
2023-03-16,0.631619307616839
2023-03-17,0.644593731206896
2023-03-18,0.593239844161361
2023-03-19,0.5876737626522799
2023-03-20,0.6452900902295794
2023-03-21,0.5925313530021038
2023-03-22,0.5849533011783703
2023-03-23,0.6000438674126152
2023-03-24,0.6325477145120285
2023-03-25,0.5789470071030139
2023-03-26,0.5723746025735535
2023-03-27,0.6317305708613884
2023-03-28,0.5819363755887724
2023-03-29,0.5661226409846585
2023-03-30,0.585460822439289
2023-03-31,0.5830506679476266
2023-04-01,0.5482244161595423
2023-04-02,0.5671988249647616
2023-04-03,0.6753884158329329
2023-04-04,0.6000706248043209
2023-04-05,0.6204720057249467
2023-04-06,0.6102334199685877
2023-04-07,0.6345144039829611
2023-04-08,0.5723148996752747
2023-04-09,0.5873210000118483
2023-04-10,0.6707251487676973
2023-04-11,0.61418411490936
2023-04-12,0.6122138398673712
2023-04-13,0.6151208825692002
2023-04-14,0.6587089243807512
2023-04-15,0.5996531809925223
2023-04-16,0.5171560609171918
2023-04-17,0.6508334913426271
2023-04-18,0.592028363383702
2023-04-19,0.5897943453270819
2023-04-20,0.6132087687324463
2023-04-21,0.6106724382689338
2023-04-22,0.5404820523986122
2023-04-23,0.5576998364290009
2023-04-24,0.6228452731569697
2023-04-25,0.5950312073887908
2023-04-26,0.60692083821801
2023-04-27,0.6158807807857488
2023-04-28,0.6317682106990717
2023-04-29,0.5609609228100214
2023-04-30,0.5171078809698032
2023-05-01,0.5854124210629813
2023-05-02,0.6665822384042941
2023-05-03,0.6638421146151334
2023-05-04,0.6156747014811372
2023-05-05,0.655057523317401
2023-05-06,0.5615401102670825
2023-05-07,0.5203875566102326
2023-05-08,0.5643704112235499
